step,elo,vs_random_winrate,vs_pool_winrate,vs_opponent_winrate,features_discovered,policy_loss,value_loss,entropy,pool_size,opponent,iteration,episodes,elapsed_seconds
196608,1021.3474682014689,1.0,0.84,0.9984705095115189,0,-0.001547729387608646,0.02506077365174897,3.496907089428061,2,random,0,10461,769.2184875011444
393216,1033.416251541895,1.0,0.6666666666666666,0.9969610636277303,0,-0.002257340425496501,0.02715476418941304,4.073462212078347,3,random,1,10530,689.1851007938385
